"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","work_accidentno","work_accidentyes","promotion_last_5yearsyes","departmentOthers","salarymedium","salaryhigh"
"1",0.447457847584673,0.792884308673784,0.66747638326586,0.719356920729919,0.645748987854251,0.939271255060729,0.0607287449392713,0.00134952766531714,0.970310391363023,1,0
"2",0.394777598105086,0.129025605774188,0.02117202268431,0.117351236952412,0.263705103969754,0.955576559546314,0.0444234404536862,0.0103969754253308,0.97164461247637,0,0.0500945179584121
"3",0.447767659265828,0.791638795986626,0.668060200668894,0.717009597208084,0.646739130434783,0.959866220735786,0.040133779264214,0.00250836120401338,0.974916387959866,0,0.024247491638796
"4",0.384538152610441,0.121433080808081,0.0159722222222222,0.113554876207729,0.250434027777778,0.949652777777778,0.0503472222222222,0.00694444444444444,0.984375,1,0
